파일명,년도,위원회명,분과명,차수,소위원회여부,사항구분,목차번호,안건명,의결사항
2020년도 문화재위원회 사적분과 제10차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,소위원회,심의사항,2,사적제268호연천전곡리유적주변공동주택신축,부결
2020년도 문화재위원회 사적분과 제10차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,소위원회,심의사항,3,사적제538호대구경상감영지주변주상복합신축,보류
2020년도 문화재위원회 사적분과 제10차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,소위원회,심의사항,4,사적제118호진주성주변진주대첩광장조성,부결
2020년도 문화재위원회 사적분과 제10차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,소위원회,심의사항,7,사적제202호김포장릉주변공동주택단지조성,부결
2020년도 문화재위원회 사적분과 제10차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,소위원회,심의사항,8,사적제205호파주삼릉주변단독주택단지조성,부결
2020년도 문화재위원회 사적분과 제10차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,소위원회,심의사항,9,사적제125호종묘주변근린생활시설신축,보류
2020년도 문화재위원회 사적분과 제10차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,소위원회,심의사항,10,사적제206호화성융릉과건릉주변제2종근린생활시설,부결
2020년도 문화재위원회 사적분과 제10차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,소위원회,심의사항,11,사적제206호화성융릉과건릉주변단독주택신축(허가사항,부결
2020년도 문화재위원회 사적분과 제10차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,소위원회,심의사항,12,사적제206호화성융릉과건릉주변근린생활시설신축,부결
2020년도 문화재위원회 사적분과 제10차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,소위원회,심의사항,13,사적제206호화성융릉과건릉주변근린생활시설신축,부결
2020년도 문화재위원회 사적분과 제10차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,소위원회,심의사항,14,사적제381호여수충민사주변연립주택신축,의결사항 없음
2020년도 문화재위원회 사적분과 제10차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,소위원회,심의사항,15,사적제523호여수석보주변건축물(근린생활시설) 신축,의결사항 없음
2020년도 문화재위원회 사적분과 제10차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,소위원회,심의사항,16,사적제245호경주나정주변단독주택신축,조건부가결
2020년도 문화재위원회 사적분과 제10차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,소위원회,심의사항,17,사적제415호청주정북동토성주변농막설치,의결사항 없음
2020년도 문화재위원회 사적분과 제10차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,소위원회,심의사항,18,사적제463호충주누암리고분군주변단독주택신축,부결
2020년도 문화재위원회 사적분과 제10차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,소위원회,심의사항,19,사적제436호서울선농단주변다세대주택신축,부결
2020년도 문화재위원회 사적분과 제10차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,소위원회,심의사항,21,사적제423호이천설봉산성주변노유자시설(요양원) 신축,의결사항 없음
2020년도 문화재위원회 사적분과 제10차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,소위원회,심의사항,22,사적제314호광주조선백자요지주변단독주택신축,의결사항 없음
2020년도 문화재위원회 사적분과 제10차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,소위원회,심의사항,23,사적제314호광주조선백자요지주변단독주택(2개동) 신축,보류
2020년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,위원회,심의사항,1,태안안흥진성사적지정(충청남도지사),보류
2020년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,위원회,심의사항,2,사적제11호서울풍납동토성사적추가지정(송파구청장),보류
2020년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,위원회,심의사항,5,사적제482호김제군관아와향교내외도로정비(김제시장),조건부가결
2020년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,위원회,심의사항,7,사적제56호고양행주산성내외한강수변누리길조성,보류
2020년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,위원회,심의사항,8,사적제408호익산왕궁리유적내태양광에너지설비설치,원안가결
2020년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,위원회,심의사항,11,사적제271호경희궁지주변업무시설신축((주)태려),원안가결
2020년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,위원회,심의사항,13,사적제440호서울초안산분묘군내정비(도봉구청장),조건부가결
2020년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,위원회,심의사항,14,사적제107호강진정약용유적내외발굴조사(강진군수),부결
2020년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,위원회,심의사항,16,사적제337호나주읍성등내표지석정비(나주시장),의결사항 없음
2020년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,위원회,심의사항,17,사적제346호고창무장현관아와읍성내외광장조성등,보류
2020년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제10차,위원회,심의사항,18,사적제519호고흥운대리분청사기요지주변수종갱신등,의결사항 없음
2020년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제11차,위원회,심의사항,1,사적제11호서울풍납동토성사적추가지정,보류
2020년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제11차,위원회,심의사항,2,사적제415호청주정북동토성보호구역내외진입로정비,부결
2020년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제11차,위원회,심의사항,5,사적제392호여수선소유적내외선소테마정원조성,의결사항 없음
2020년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제11차,위원회,심의사항,6,사적제556호인천계양산성보호구역내탐방로정비,원안가결
2020년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제11차,위원회,심의사항,8,사적제135호부여궁남지보호구역내문화관광해설실및,보류
2020년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제11차,위원회,심의사항,9,사적제440호서울초안산분묘군내정비,원안가결
2020년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제11차,위원회,심의사항,10,사적제232호남해관음포이충무공유적내조형물설치,보류
2020년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제11차,위원회,검토사항,11,사적제11호서울풍납동토성사적해제검토,부결
2020년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제11차,위원회,검토사항,12,사적제298호남원읍성문화재(보호)구역추가지정검토,부결
2020년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제11차,위원회,검토사항,14,사적제6호경주황룡사지북편정비사업계획검토,보류
2020년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제11차,위원회,검토사항,15,사적제18호경주동궁과월지보호구역내신라왕경방(坊),의결사항 없음
2020년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제11차,위원회,검토사항,16,사적제12호공주공산성디스플레이안내판설치계획검토,의결사항 없음
2020년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제11차,위원회,보고사항,17,문화재위원회사적분과제8차소위원회결과보고,의결사항 없음
2020년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제11차,위원회,보고사항,18,국가지정문화재현상변경등처리보고,의결사항 없음
2020년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제12차,위원회,심의사항,1,사적제11호서울풍납동토성사적추가지정,원안가결
2020년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제12차,위원회,심의사항,2,사적제216호칠곡가산산성사적추가지정,원안가결
2020년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제12차,위원회,심의사항,3,사적제311호경주남산일원내비닐하우스설치,부결
2020년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제12차,위원회,심의사항,4,사적제56호고양행주산성내외DMZ 평화의길조성,원안가결
2020년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제12차,위원회,심의사항,8,사적제124호덕수궁주변신문로공원조성,부결
2020년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제12차,위원회,심의사항,9,사적제415호청주정북동토성보호구역내외진입로정비,원안가결
2020년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제12차,위원회,심의사항,10,사적제33호서울영은문주초주변문화공원지하주차장,원안가결
2020년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제12차,위원회,심의사항,11,사적제10호서울한양도성보호구역내외남산주변보행로,부결
2020년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제12차,위원회,심의사항,12,사적제132호강화산성내주차공간확보를위한아스콘포장,부결
2020년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제12차,위원회,심의사항,13,사적제68호강진고려청자요지주변농사용창고신축,부결
2020년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제12차,위원회,심의사항,14,사적제145호고창읍성주변탐방로개설등,원안가결
2020년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제12차,위원회,심의사항,15,사적제498호장흥석대들전적내미술작품설치등,보류
2020년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제12차,위원회,심의사항,16,사적제556호인천계양산성주변건축행위등허용기준마련,보류
2020년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제12차,위원회,검토사항,19,청도읍성사적지정검토,부결
2020년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제12차,위원회,검토사항,20,장수백화산고분군사적지정검토,원안가결
2020년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제12차,위원회,검토사항,21,사적제11호서울풍납동토성사적해제검토,의결사항 없음
2020년도 문화재위원회 사적분과 제1차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,소위원회,심의사항,1,사적제495호양양낙산사일원주변해변재해위험지역정비,보류
2020년도 문화재위원회 사적분과 제1차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,소위원회,심의사항,2,사적제538호대구경상감영지주변주상복합신축,보류
2020년도 문화재위원회 사적분과 제1차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,소위원회,심의사항,3,사적제375호광주신창동유적주변공원조성,보류
2020년도 문화재위원회 사적분과 제1차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,소위원회,심의사항,4,사적제513호나주반남고분군주변축사양성화,부결
2020년도 문화재위원회 사적분과 제1차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,소위원회,심의사항,5,사적제126호진도용장성주변수목장림조성,보류
2020년도 문화재위원회 사적분과 제1차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,소위원회,심의사항,6,사적제132호강화산성주변공동주택(연립주택) 신축,원안가결
2020년도 문화재위원회 사적분과 제1차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,소위원회,심의사항,7,사적제47호경주명활성주변제2 동궁원조성,보류
2020년도 문화재위원회 사적분과 제1차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,소위원회,심의사항,8,사적제195호여주영릉과영릉주변단독주택신축,부결
2020년도 문화재위원회 사적분과 제1차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,소위원회,심의사항,9,사적제205호파주삼릉주변단독주택신축,보류
2020년도 문화재위원회 사적분과 제1차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,소위원회,심의사항,11,사적제311호경주남산일원주변단독주택건립,보류
2020년도 문화재위원회 사적분과 제1차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,소위원회,심의사항,12,사적제311호경주남산일원주변단독주택신축,부결
2020년도 문화재위원회 사적분과 제1차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,소위원회,심의사항,13,사적제311호경주남산일원주변휴게음식점신축,의결사항 없음
2020년도 문화재위원회 사적분과 제1차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,소위원회,심의사항,14,사적제311호경주남산일원주변근린생활시설신축,의결사항 없음
2020년도 문화재위원회 사적분과 제1차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,소위원회,심의사항,16,사적제92호익산토성주변무허가축사양성화,보류
2020년도 문화재위원회 사적분과 제1차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,소위원회,심의사항,17,사적제522호제주용담동유적주변다가구주택신축,부결
2020년도 문화재위원회 사적분과 제1차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,소위원회,심의사항,18,사적제320호울산경상좌도병영성주변근린생활시설신축,보류
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,심의사항,1,사적제11호서울풍납동토성사적추가지정,원안가결
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,심의사항,2,사적제145호고창읍성내임시경관조명설치,보류
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,심의사항,3,사적제498호장흥석대들전적내수목식재,부결
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,심의사항,4,사적제506호순천송광사내요사채건립,원안가결
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,심의사항,5,사적제508호해남대흥사내임시법당설치,부결
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,심의사항,6,사적제535호해남전라우수영보호구역내외인문학하우스,보류
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,심의사항,7,사적제136호강화참성단내외우물복원,부결
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,심의사항,8,사적제124호덕수궁보호구역내외구세군서울제일교회,부결
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,심의사항,9,사적제86호성주성산동고분군주변단독주택신축,부결
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,심의사항,10,사적제536호안성도기동산성주변건축행위등허용기준,부결
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,심의사항,11,사적제542호남원유곡리와두락리고분군주변건축행위,부결
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,심의사항,12,사적제500호용인보정동고분군주변건축행위등허용기준,보류
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,검토사항,13,의성금성산고분군사적지정검토,부결
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,검토사항,14,사적제11호서울풍납동토성사적추가지정검토,원안가결
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,검토사항,15,사적제58호부여나성성곽정비공사계획검토,의결사항 없음
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,검토사항,16,사적제150호익산미륵사지내건물지기단부정비방안,의결사항 없음
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,보고사항,17,사적제515호함안말이산고분군13호분별자리덮개석,의결사항 없음
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,보고사항,18,사적제6호경주황룡사지복원정비계획보고,부결
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,보고사항,19,문화재명칭영문표기(안) 보고,부결
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,보고사항,20,문화재위원회사적분과제11차소위원회결과보고,보류
2020년도 문화재위원회 사적분과 제1차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제1차,위원회,보고사항,21,국가지정문화재현상변경등처리보고,의결사항 없음
2020년도 문화재위원회 사적분과 제2차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,소위원회,심의사항,1,사적제538호대구경상감영지주변주상복합신축,부결
2020년도 문화재위원회 사적분과 제2차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,소위원회,심의사항,3,사적제47호경주명활성주변경주식물원조성,의결사항 없음
2020년도 문화재위원회 사적분과 제2차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,소위원회,심의사항,4,사적제132호강화산성주변단독주택(3개동) 건립,부결
2020년도 문화재위원회 사적분과 제2차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,소위원회,심의사항,5,사적제231호홍성홍주읍성주변공동주택신축,의결사항 없음
2020년도 문화재위원회 사적분과 제2차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,소위원회,심의사항,6,사적제375호광주신창동유적주변공원조성,부결
2020년도 문화재위원회 사적분과 제2차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,소위원회,심의사항,7,사적제513호나주반남고분군주변축사양성화,부결
2020년도 문화재위원회 사적분과 제2차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,소위원회,심의사항,8,사적제349호남원만복사지주변단독주택신축(1),조건부가결
2020년도 문화재위원회 사적분과 제2차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,소위원회,심의사항,9,사적제349호남원만복사지주변단독주택신축(2),부결
2020년도 문화재위원회 사적분과 제2차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,소위원회,심의사항,10,사적제349호남원만복사지주변단독주택신축(3),부결
2020년도 문화재위원회 사적분과 제2차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,소위원회,심의사항,11,사적제349호남원만복사지주변단독주택신축(4),부결
2020년도 문화재위원회 사적분과 제2차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,소위원회,심의사항,12,사적제349호남원만복사지주변단독주택신축(5),부결
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,심의사항,2,사적제11호서울풍납동토성사적추가지정,보류
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,심의사항,3,사적제312호화순운주사지내설법전건립,조건부가결
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,심의사항,5,사적제506호순천송광사내요사채건립,원안가결
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,심의사항,6,사적제508호해남대흥사내화장실개축및주변정비,보류
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,심의사항,7,사적제122호창덕궁내무선네트워크5G 시스템구축,보류
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,심의사항,8,사적제10호서울한양도성보호구역내탐방로조성,보류
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,심의사항,9,사적제11호서울풍납동토성주변서울아산병원D동신축,보류
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,심의사항,10,사적제212호청주상당산성내농막설치,보류
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,심의사항,11,사적제315호청주흥덕사지주변국제기록유산센터신축,보류
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,심의사항,12,사적제231호홍성홍주읍성내임시조형물설치,보류
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,심의사항,13,사적제512호경주대릉원일원내금령총발굴조사,조건부가결
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,심의사항,14,사적제128호양주회암사지내경관조명설치,조건부가결
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,심의사항,15,사적제140호오산독산성과세마대지내외옛길복원사업,원안가결
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,심의사항,16,사적제426호고성문암리유적내외도시계획도로개설,의결사항 없음
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,심의사항,17,사적제311호경주남산일원내단독주택신축,보류
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,심의사항,19,사적제132호강화산성주변건축행위등허용기준조정,보류
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,심의사항,20,사적제137호강화부근리지석묘주변건축행위등허용기준,보류
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,심의사항,21,사적제369호강화석릉등주변건축행위등허용기준조정,의결사항 없음
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,심의사항,22,2020년도문화재보수정비국고보조사업등추진계획,의결사항 없음
2020년도 문화재위원회 사적분과 제2차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제2차,위원회,검토사항,23,인천계양산성사적지정검토,의결사항 없음
2020년도 문화재위원회 사적분과 제3차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,소위원회,심의사항,1,사적제231호홍성홍주읍성주변공동주택신축,보류
2020년도 문화재위원회 사적분과 제3차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,소위원회,심의사항,3,사적제514호창녕교동과송현동고분군주변산책로조성,보류
2020년도 문화재위원회 사적분과 제3차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,소위원회,심의사항,5,사적제273호부산복천동고분군주변민간공원조성,의결사항 없음
2020년도 문화재위원회 사적분과 제3차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,소위원회,심의사항,6,사적제314호광주조선백자주변단독주택(17동) 부지조성,보류
2020년도 문화재위원회 사적분과 제3차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,소위원회,심의사항,8,사적제206호화성융릉과건릉주변제2종근린생활시설,부결
2020년도 문화재위원회 사적분과 제3차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,소위원회,심의사항,9,사적제206호화성융릉과건릉주변제2종근린생활시설,부결
2020년도 문화재위원회 사적분과 제3차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,소위원회,심의사항,14,사적제206호화성융릉과건릉주변노인의료복지시설신축,부결
2020년도 문화재위원회 사적분과 제3차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,소위원회,심의사항,15,사적제124호덕수궁주변세종대로보행친화공간재편사업,의결사항 없음
2020년도 문화재위원회 사적분과 제3차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,소위원회,심의사항,16,사적제20호경주무열왕릉주변근린생활시설건립,의결사항 없음
2020년도 문화재위원회 사적분과 제3차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,소위원회,심의사항,17,사적제20호경주무열왕릉주변단독주택신축,의결사항 없음
2020년도 문화재위원회 사적분과 제3차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,소위원회,심의사항,18,사적제163호경주낭산일원주변농가용창고신축,부결
2020년도 문화재위원회 사적분과 제3차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,소위원회,심의사항,19,사적제373호부여정암리와요지주변무허가축사양성화,부결
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,1,의성금성면고분군사적지정,보류
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,2,사적제11호서울풍납동토성사적추가지정,조건부가결
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,3,사적제212호청주상당산성내외하수처리시설등설치,보류
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,4,사적제143호서울문묘와성균관주변근린생활시설신축,보류
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,5,사적제196호영월장릉보호구역내숲가꾸기사업,의결사항 없음
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,7,사적제467호연천호로고루보호구역내농산물직판장설치,보류
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,8,사적제132호강화산성내외남산근린공원조성,보류
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,9,사적제56호고양행주산성내누리길조성,조건부가결
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,10,사적제312호화순운주사지내설법전건립,원안가결
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,11,사적제498호장흥석대들전적내외수목식재,조건부가결
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,12,사적제337호나주읍성내외하천정비,보류
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,13,사적제122호창덕궁내무선통신5G 중계기설치,조건부가결
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,14,사적제311호경주남산일원내단독주택신축,의결사항 없음
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,15,사적제271호경희궁지내가설건축물설치,의결사항 없음
