파일명,년도,위원회명,분과명,차수,소위원회여부,사항구분,목차번호,안건명,의결사항
2020년도 문화재위원회 사적분과 제7차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,소위원회,심의사항,13,사적제204호서울의릉주변이문3 재정비촉진구역주택재,의결사항 없음
2020년도 문화재위원회 사적분과 제7차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,소위원회,심의사항,14,사적제202호김포장릉주변공동주택단지조성,의결사항 없음
2020년도 문화재위원회 사적분과 제7차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,소위원회,심의사항,15,사적제124호덕수궁주변덕수궁길보행환경개선사업,의결사항 없음
2020년도 문화재위원회 사적분과 제7차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,소위원회,심의사항,16,사적제198호고양서오릉주변공장신축,조건부가결
2020년도 문화재위원회 사적분과 제7차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,소위원회,심의사항,17,사적제205호파주삼릉주변낚시터신축,의결사항 없음
2020년도 문화재위원회 사적분과 제7차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,소위원회,심의사항,18,사적제205호파주삼릉주변단독주택단지조성,의결사항 없음
2020년도 문화재위원회 사적분과 제7차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,소위원회,심의사항,19,사적제206호화성융릉과건릉주변근린생활시설증축,부결
2020년도 문화재위원회 사적분과 제7차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,소위원회,심의사항,20,사적제26호경주원성왕릉주변단독주택신축,부결
2020년도 문화재위원회 사적분과 제7차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,소위원회,심의사항,21,사적제174호경주탈해왕릉주변주택및근린생활시설신축,의결사항 없음
2020년도 문화재위원회 사적분과 제7차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,소위원회,심의사항,22,사적제183호경주효공왕릉주변단독주택신축(A필지),부결
2020년도 문화재위원회 사적분과 제7차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,소위원회,심의사항,23,사적제183호경주효공왕릉주변단독주택신축(B필지),의결사항 없음
2020년도 문화재위원회 사적분과 제7차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,소위원회,심의사항,24,사적제311호경주남산일원주변근린생활시설신축,부결
2020년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,위원회,심의사항,1,사적제10호서울한양도성주변근린생활시설신축,보류
2020년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,위원회,심의사항,2,사적제315호청주흥덕사지주변건축물신축,조건부가결
2020년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,위원회,심의사항,3,사적제431호홍성홍주의사총주변근린생활시설증축,원안가결
2020년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,위원회,심의사항,4,사적제196호영월장릉보호구역내유아숲체험원조성,보류
2020년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,위원회,심의사항,8,사적제207호남양주홍릉과유릉주변공동주택신축(허가,조건부가결
2020년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,위원회,심의사항,9,사적제132호강화산성내외한전및통신선로지중화,보류
2020년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,위원회,심의사항,10,사적제299호화성제암리3·1운동순국유적내외역사문화,부결
2020년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,위원회,심의사항,11,사적제556호인천계양산성보호구역내외근린공원조성,조건부가결
2020년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,위원회,심의사항,12,사적제165호고령고아리벽화고분내외모형관건립,보류
2020년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,위원회,심의사항,15,사적제452호강화외성주변근린생활시설(사무소) 건립,의결사항 없음
2020년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,위원회,심의사항,17,사적제111호김제벽골제내농수로정비,의결사항 없음
2020년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,위원회,심의사항,18,사적제166호정읍무성서원주변산불예방이격공간조성,조건부가결
2020년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,위원회,심의사항,19,사적제302호순천낙안읍성내건축물용도변경,보류
2020년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,위원회,심의사항,20,사적제312호화순운주사지내설법전등건립,조건부가결
2020년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,위원회,심의사항,21,사적제375호광주신창동유적주변태양광시설물설치,부결
2020년도 문화재위원회 사적분과 제7차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제7차,위원회,심의사항,22,사적제456호나주오량동요지주변태양광시설물설치,부결
2020년도 문화재위원회 사적분과 제8차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,소위원회,심의사항,1,사적제87호익산쌍릉주변골프연습장및휴게음식점신축,부결
2020년도 문화재위원회 사적분과 제8차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,소위원회,심의사항,3,사적제202호김포장릉주변노외주차장조성,보류
2020년도 문화재위원회 사적분과 제8차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,소위원회,심의사항,4,사적제57호남한산성주변역사문화관건립,부결
2020년도 문화재위원회 사적분과 제8차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,소위원회,심의사항,5,사적제268호연천전곡리유적주변공동주택신축,부결
2020년도 문화재위원회 사적분과 제8차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,소위원회,심의사항,6,사적제538호대구경상감영지주변주상복합신축,부결
2020년도 문화재위원회 사적분과 제8차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,소위원회,심의사항,7,사적제362호서울연산군묘주변도시형생활주택신축,보류
2020년도 문화재위원회 사적분과 제8차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,소위원회,심의사항,8,사적제195호여주영릉과영릉주변식생블럭설치,부결
2020년도 문화재위원회 사적분과 제8차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,소위원회,심의사항,10,사적제356호남양주순강원주변단독주택신축,부결
2020년도 문화재위원회 사적분과 제8차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,소위원회,심의사항,12,사적제206호화성융릉과건릉주변단독주택신축(허가사항,부결
2020년도 문화재위원회 사적분과 제8차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,소위원회,심의사항,13,사적제206호화성융릉과건릉주변단독주택신축,의결사항 없음
2020년도 문화재위원회 사적분과 제8차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,소위원회,심의사항,14,사적제230호천안유관순열사유적주변단독주택신축,의결사항 없음
2020년도 문화재위원회 사적분과 제8차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,소위원회,심의사항,15,사적제237호서울경모궁지주변서울대학교병원헬기장,의결사항 없음
2020년도 문화재위원회 사적분과 제8차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,소위원회,심의사항,16,사적제415호청주정북동토성주변농막설치,부결
2020년도 문화재위원회 사적분과 제8차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,소위원회,심의사항,17,사적제68호강진고려청자요지주변수종갱신등,의결사항 없음
2020년도 문화재위원회 사적분과 제8차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,소위원회,심의사항,18,사적제498호장흥석대들전적주변미술작품설치등,의결사항 없음
2020년도 문화재위원회 사적분과 제8차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,소위원회,심의사항,19,사적제217호화성당성주변단독주택신축,부결
2020년도 문화재위원회 사적분과 제8차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,소위원회,심의사항,20,사적제452호강화외성주변농업용하우스설치,부결
2020년도 문화재위원회 사적분과 제8차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,소위원회,심의사항,21,사적제132호강화산성주변공덕비이전설치,의결사항 없음
2020년도 문화재위원회 사적분과 제8차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,소위원회,심의사항,23,사적제47호경주명활성주변보문단지관문경관폭포조성,보류
2020년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,위원회,심의사항,1,사적제11호서울풍납동토성사적추가지정및해제,원안가결
2020년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,위원회,심의사항,2,사적제337호나주읍성문화재(보호)구역추가지정,부결
2020년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,위원회,심의사항,3,사적제196호영월장릉보호구역내유아숲체험원조성,조건부가결
2020년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,위원회,심의사항,4,사적제391호고창죽림리지석묘군주변생태공원조성,원안가결
2020년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,위원회,심의사항,5,사적제482호김제군관아와향교내외도로정비,보류
2020년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,위원회,심의사항,6,사적제10호서울한양도성주변근린생활시설신축,조건부가결
2020년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,위원회,심의사항,7,사적제455호아차산일대보루군주변초등학교체육관증축,부결
2020년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,위원회,심의사항,8,사적제48호관문성내외농소~외동국도건설,부결
2020년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,위원회,심의사항,12,사적제268호연천전곡리유적주변도시계획(공동주택,조건부가결
2020년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,위원회,심의사항,13,사적제268호연천전곡리유적주변도시계획(공동주택),조건부가결
2020년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,위원회,심의사항,14,사적제130호강화삼랑성보호구역내전등사탐방로정비,원안가결
2020년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,위원회,심의사항,15,사적제480호남한산성행궁내외탐방로야간조명설치,부결
2020년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,위원회,심의사항,16,사적제122호창덕궁주변근린생활시설신축,조건부가결
2020년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,위원회,심의사항,17,사적제122호창덕궁주변근린생활시설신축,부결
2020년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,위원회,심의사항,18,사적제125호종묘주변근린생활시설신축,보류
2020년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,위원회,심의사항,19,사적제87호익산쌍릉내지석및명정봉안,보류
2020년도 문화재위원회 사적분과 제8차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제8차,위원회,심의사항,21,사적제68호강진고려청자요지주변건축물신축,의결사항 없음
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,1,사적제423호이천설봉산성주변연료전지발전설비설치,부결
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,2,사적제452호강화외성주변강화대교관문상징조형물설치,부결
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,3,사적제268호연천전곡리유적주변공동주택신축,조건부가결
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,4,사적제117호경복궁주변근린생활시설신축,부결
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,6,사적제124호덕수궁주변신문로공원조성,부결
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,7,사적제198호고양서오릉주변야영장및부대시설신축,조건부가결
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,9,사적제205호파주삼릉주변단독주택단지신축,조건부가결
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,10,사적제210호양주온릉주변군사시설조성,부결
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,12,사적제538호대구경상감영지주변주상복합신축,부결
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,13,사적제47호경주명활성주변보문단지관문경관개선,의결사항 없음
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,14,사적제125호종묘주변근린생활시설신축,의결사항 없음
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,15,사적제125호종묘주변근린생활시설신축,의결사항 없음
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,16,사적제498호장흥석대들전적주변미술작품설치등,의결사항 없음
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,17,사적제314호광주조선백자요지주변단독주택신축,부결
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,18,사적제26호경주원성왕릉주변공작물(석축) 설치,부결
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,19,사적제463호충주누암리고분군주변단독주택신축,부결
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,20,사적제558호의정부지주변LED전광판설치,부결
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,21,사적제560호태안안흥진성주변단독주택신축및부지조성,의결사항 없음
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,22,사적제236호통영충렬사주변교육시설증축,의결사항 없음
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,23,사적제554호함안가야리유적주변근린생활시설신축,조건부가결
2020년도 문화재위원회 사적분과 제9차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,소위원회,심의사항,24,사적제86호성주성산동고분군주변예술문화마을조성,의결사항 없음
2020년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,위원회,심의사항,1,의정부지사적지정,보류
2020년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,위원회,심의사항,2,거창거열산성사적지정,보류
2020년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,위원회,심의사항,3,사적제11호서울풍납동토성사적추가지정,조건부가결
2020년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,위원회,심의사항,4,사적제371호강화곤릉문화재보호구역지정,의결사항 없음
2020년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,위원회,심의사항,5,사적제271호경희궁지주변업무시설신축,조건부가결
2020년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,위원회,심의사항,6,사적제556호인천계양산성보호구역내외탐방로정비,보류
2020년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,위원회,심의사항,10,사적제231호홍성홍주읍성내외북문경관조명설치,보류
2020년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,위원회,심의사항,11,사적제426호고성문암리유적내외상수관로매설,조건부가결
2020년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,위원회,심의사항,12,사적제412호제주고산리유적내외야간관광태양광,보류
2020년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,위원회,심의사항,13,사적제114호완도묘당도이충무공유적주변건축물신축,원안가결
2020년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,위원회,심의사항,14,사적제302호순천낙안읍성내드라마세트장임시설치,의결사항 없음
2020년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,위원회,심의사항,15,사적제58호부여나성내도로확포장,의결사항 없음
2020년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,위원회,심의사항,16,사적제12호공주공산성보호구역내외도시계획도로확장,의결사항 없음
2020년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,위원회,심의사항,17,사적제460호공주수촌리고분군주변태양광발전시설설치,원안가결
2020년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,위원회,검토사항,18,사적제11호서울풍납동토성사적추가지정검토,보류
2020년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,위원회,검토사항,19,사적제87호익산쌍릉내대왕릉정비계획변경(안) 검토,의결사항 없음
2020년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,위원회,검토사항,20,사적제18호경주동궁과월지3호건물내전시시설리모,보류
2020년도 문화재위원회 사적분과 제9차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제9차,위원회,보고사항,21,한국의서원둘레길조성보고,의결사항 없음
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,심의사항,1,서울풍납동토성사적추가지정,원안가결
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,심의사항,2,경주문무대왕릉보호구역추가지정,보류
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,심의사항,3,진주성내중영복원,의결사항 없음
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,심의사항,4,서울운현궁주변근린생활시설신축(허가사항변경허가),조건부가결
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,심의사항,5,강화갑곶돈내외강화통제영공원조성,의결사항 없음
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,심의사항,6,인천계양산성내대벽건물지등유구및탐방로정비,의결사항 없음
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,심의사항,7,익산미륵사지내군사훈련시설설치(허가사항변경허가),의결사항 없음
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,심의사항,8,서울한양도성보호구역내단독주택및근린생활시설신축,보류
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,심의사항,9,청주정북동토성주변비닐하우스설치,보류
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,심의사항,10,창원다호리고분군주변건물신축,보류
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,심의사항,11,고창읍성주변민속마을조성,원안가결
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,심의사항,12,김제금산사일원내박물관신축,의결사항 없음
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,심의사항,13,의성금성면고분군주변건축행위등허용기준마련,의결사항 없음
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,심의사항,14,부여가림성주변건축행위등허용기준조정,의결사항 없음
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,심의사항,15,부여홍산현관아주변건축행위등허용기준조정,의결사항 없음
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,검토사항,16,삼척도호부관아지사적지정검토,의결사항 없음
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,검토사항,17,창녕교동과송현동고분군문화재보호구역추가지정검토,의결사항 없음
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,검토사항,18,고양벽제관지문화재구역추가지정검토,의결사항 없음
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,검토사항,19,경주춘양교지관람편의시설기본계획및기본설계검토,조건부가결
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,검토사항,20,제주목관아관리센터신축사업설계안검토,의결사항 없음
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,보고사항,22,문화재수리설계승인절차개선방안보고,의결사항 없음
2021년도 문화재위원회 사적분과 제10차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제10차,위원회,보고사항,23,국가지정문화재현상변경등처리보고,의결사항 없음
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,심의사항,1,합천삼가고분군사적지정,원안가결
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,심의사항,2,서울풍납동토성사적추가지정,원안가결
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,심의사항,3,김포문수산성주변등산객쉼터조성,원안가결
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,심의사항,4,장흥석대들전적내외공원정비(허가사항변경허가),조건부가결
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,심의사항,6,진주성내중영복원,부결
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,심의사항,7,익산미륵사지내외공동주택(연립주택) 신축,조건부가결
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,심의사항,8,광주조선백자요지주변다세대주택건립(A),원안가결
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,심의사항,9,광주조선백자요지주변다세대주택건립(B),원안가결
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,심의사항,10,해남전라우수영보호구역내외침수예방사업,보류
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,심의사항,11,나주목관아와향교내택시승강장설치,원안가결
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,검토사항,12,대전남간정사사적지정검토,원안가결
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,검토사항,13,대구광해군태실사적지정검토,보류
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,검토사항,14,삼척흥전리사지사적지정검토,조건부가결
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,검토사항,15,부여가림성내안전난간설치계획검토,의결사항 없음
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,검토사항,16,부여화지산유적내탐방로조성계획검토,의결사항 없음
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,검토사항,17,공주공산성내조명개선계획검토,조건부가결
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,검토사항,18,공주공산성내방재설비설치계획검토,의결사항 없음
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,검토사항,19,공주무령왕릉과왕릉원내배수로설치계획검토,의결사항 없음
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,보고사항,20,문화재5개년기본계획(2022∼2026) 수립보고,원안가결
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,보고사항,21,문화재지정번호제도개선사항보고,원안가결
2021년도 문화재위원회 사적분과 제11차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제11차,위원회,보고사항,23,문화재위원회사적분과제7차소위원회결과보고,의결사항 없음
2021년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제12차,위원회,심의사항,1,삼척도호부관아지사적지정,원안가결
2021년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제12차,위원회,심의사항,2,원주법천사지보호구역신규지정,원안가결
2021년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제12차,위원회,심의사항,3,고양벽제관지문화재구역추가지정,원안가결
2021년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제12차,위원회,심의사항,5,서울한양도성보호구역내외성북제2구역주택재개발정비,의결사항 없음
2021년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제12차,위원회,심의사항,6,서울문묘와성균관내전통혼례개최,의결사항 없음
2021년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제12차,위원회,심의사항,7,보령성주사지보호구역내주차장조성,원안가결
2021년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제12차,위원회,심의사항,8,광주조선백자요지주변단독주택(3동) 신축,의결사항 없음
2021년도 문화재위원회 사적분과 제12차 위원회 회의록.pdf,2021,문화재위원회,사적분과,제12차,위원회,심의사항,9,익산왕궁리유적주변건축행위등허용기준조정,조건부가결
